SAMPLE	Baetis	Chironominae	Cinygma	Despaxia	Isoperla	Lara	Lepidostoma	Leptophlebiidae	Limnophila	Malenka	Micrasema	Oligochaeta	Optioservus	Orthocladiinae	Simulium	Sphaeriidae	Sweltsa	Tanypodinae	Trombidiformes	Zapada	Ampumixis	Arctopsyche	Calineuria	Dicranota	Drunella_coloradensis/flavilinea	Drunella_doddsi	Epeorus	Glossosoma	Glutops	Gomphidae	Hesperoperla	Heterlimnius	Hydropsyche	Ironodes	Juga	Maruina	Nematoda	Neophylax	Ordobrevia	Paraperla	Rhithrogena	Rhyacophila	Serratella	Wormaldia	Yoraperla	Zaitzevia	Ameletus	Capniidae	Caudatella	Chelifera	Cinygmula	Diamesinae	Dixa	Ecclisocosmoecus	Ephemerella	Hesperoconopa	Nemoura	Neothremma	Parapsyche	Pericoma/Telmatoscopus	Setvena	Turbellaria	Antocha	Apatania	Clinocera	Diphetor_hageni	Helicopsychidae	Kogotus	Narpus	Suwallia	Ceratopogoninae	Oreogeton	Prosimulium	Visoka	Agapetus	Attenella	Acentrella	Cryptolabis	Fluminicola	Hexatoma	Nixe/Leucocruta	Pteronarcys	Doroneuria	Pteronarcella	Cleptelmis	Drunella_spinifera	Megarcys	Amiocentrus	Forcipomyiinae	Goeridae	Timpanoga_hecuba	Anagapetus	Dolophilodes	Skwala	Kathroperla	Meringodixa	Soliperla	Soyedina	Thaumaleidae	Amphizoa	Cryptochia	Dicosmoecus	Dytiscidae	Hydraenidae	Moselia	Sialis	Drunella_grandis	Ecclisomyia	Prodiamesinae	Pristinicola	Psychoglypha	Rhabdomastix	Centroptilum	Cheumatopsyche	Hydroptila	Tricorythodes	Eubrianax	Atherix	Asellidae	Cordulegaster	Cultus	Molophilus	Muscidae	Odontoceridae	Tipula	Chimarra	Claassenia	Coenagrionidae	Leptoceridae	Lymnaeidae	Microcylloepus	Planorbidae	Psephenus	Pyralidae	Ephydridae	Onocosmoecus	Perlinodes	Physidae	Brachycentrus	Metrichia_sp.	Ferrissia	Caloparyphus	Protoptila	Blephariceridae	Ochrotrichia	Oligophlebodes	Enochrus	Pedicia	Ptychopteridae	Heptagenia	Margaritifera	Tabanidae	Dixella	Wiedemannia	Psychomyia	Hemerodromia	Agraylea	Gammarus	Helichus	Hyalella_azteca	Diura	Prostoia	Taeniopterygidae	Podonominae	Prostoma	Gumaga	Corydalidae	Pedomoecus	Helophorus	Haliplidae	Neotrichia	Branchiobdellida	Stenonema	Hydatophylax	Heteroplectron	Polycentropodidae	Deuterophlebiidae	Callibaetis	Dubiraphia	Corixidae	Labiobaetis	Hydrochus	Stactobiella	Hirudinea	Odontomyia	Tropisternus	Hydrobius	Psychoda	Dolichopodidae	Nemotelus	Desmona	Chyranda_centralis	Euparyphus	Limonia	Asioplax	Fallceon_quilleri	Laccobius	Atractelmis_wawona	Leucotrichia	Acneus	Isonychia	Plumiperla	Ametor	Crenitis	Pilaria	Sierraperla	Valvata	Cymbiodyta	Anacaena	Caenis	Staphylinidae	Gyrinus	Sperchopsis	Podmosta	Palaegapetus	Libellulidae	Pseudostenophylax	Allocosmoecus	Procloeon	Philocasca	Drunella_pelosa	Himalopsyche	Eocosmoecus	Trichoclinocera
01036CSR	5	4	2	0	0	0	15	2	0	1	9	0	18	8	0	24	3	9	26	9	0	0	8	7	0	0	0	3	0	0	0	2	3	1	3	0	0	0	0	0	6	17	0	2	0	18	0	0	0	7	23	0	0	0	0	0	0	1	0	2	0	5	0	2	2	2	0	0	0	0	1	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	2	0	0	0	0	0	0	6	7	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
01036WSE	0	10	1	0	0	0	14	0	0	25	0	19	2	16	1	8	0	3	11	0	0	0	0	2	0	0	0	0	3	0	0	4	0	0	0	0	1	0	0	0	0	7	0	0	71	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
01037CSR	43	1	4	2	0	0	0	16	0	1	0	1	0	2	4	0	14	15	2	2	0	0	3	0	0	0	0	14	0	15	0	27	3	0	12	0	0	2	0	0	0	35	0	4	0	1	0	0	0	1	20	0	0	0	0	0	0	0	0	0	0	1	0	2	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	8	0	0	0	0	0	0	10	0	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
01038WSE	7	64	0	0	0	0	0	0	0	0	1	5	0	33	0	0	6	5	5	4	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	1	0	0	0	43	20	0	0	0	0	0	6	0	0	0	53	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
01039CSR	5	3	0	0	0	0	7	0	0	2	0	2	12	6	4	4	12	1	0	1	0	0	2	0	0	1	0	3	0	1	5	0	1	0	7	0	3	0	0	0	6	5	0	1	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	5	1	1	0	0	0	0	0	1	0	0	3	2	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
01039WSE	13	31	0	2	0	0	0	0	0	0	15	29	1	48	2	6	4	0	4	3	0	0	0	0	1	0	19	3	0	0	0	12	0	0	0	0	8	1	0	1	0	15	2	0	41	0	0	0	6	0	5	2	0	0	0	0	0	1	0	3	0	1	0	0	0	0	0	0	0	0	5	0	3	2	0	0	0	0	0	0	0	0	7	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
01040GRD	0	12	0	0	0	0	35	5	0	0	0	5	3	0	0	10	30	4	34	66	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	4	0	0	0	0	0	0	0	0	0	0	1	0	1	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
01040WSE	9	10	0	0	0	0	1	0	0	2	0	6	4	13	0	2	5	1	2	7	0	0	3	0	0	0	12	0	0	0	0	0	9	0	148	8	1	0	0	0	6	10	0	2	0	10	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	5	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
01041CSR	16	3	0	0	0	0	3	14	0	4	0	0	3	8	0	3	7	6	0	5	0	0	3	0	0	8	0	12	2	0	0	4	0	2	3	0	0	0	0	0	0	5	0	1	0	10	4	0	0	8	56	0	37	3	0	0	0	0	0	0	0	2	0	0	0	4	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	4	0	2	7	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	15	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
01041WSE	12	67	0	0	3	0	2	2	0	1	20	10	1	40	1	0	5	18	12	16	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	4	0	26	0	1	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	22	0	1	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
01042WSE	11	1	0	0	0	0	0	3	0	0	0	3	33	17	18	0	0	3	5	2	0	0	0	0	0	1	60	2	0	0	0	0	1	0	0	14	0	1	0	0	0	1	16	17	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0	0	4	0	0	0	1	1	0	0	0	4	0	7	0	0	0	38	0	0	0	0	0	0	0	0	0	6	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
01044WSE	6	9	0	0	0	0	3	3	0	8	0	3	47	37	0	3	0	2	0	21	0	0	33	2	0	0	0	1	0	0	0	0	12	0	0	3	1	2	0	0	0	8	0	8	0	57	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	3	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	3	0	0	2	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
01050CSR	0	22	0	0	0	0	3	1	3	0	0	0	46	5	1	0	3	2	0	14	0	0	1	1	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	42	0	16	0	12	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	9	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
01051CSR	4	48	0	0	0	0	0	1	0	1	0	0	6	1	1	5	3	0	2	1	0	0	18	0	0	0	0	4	0	0	0	45	3	0	3	0	3	13	0	0	0	12	0	13	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	1	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
01056CSR	0	13	0	3	0	16	4	0	0	18	0	1	0	1	0	0	5	2	28	4	0	0	4	4	0	0	3	2	17	1	0	22	1	20	0	0	3	2	0	0	4	8	0	1	4	0	4	0	0	4	5	0	1	0	0	0	0	0	2	3	0	11	6	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	18	2	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
01059CSR	1	10	0	0	0	0	0	1	0	5	2	0	0	52	1	0	0	14	0	5	2	0	0	0	0	0	0	0	0	0	0	2	2	5	0	0	0	0	0	0	0	8	0	2	4	1	2	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	1	98	0	2	0	0	12	0	1	0	0	0	0	0	0	0	0	0	0	0	14	0	0	5	0	0	28	0	0	8	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
01062CSR	1	13	0	0	0	0	6	0	0	1	0	5	20	6	5	0	8	0	3	0	0	0	2	5	0	0	3	3	1	0	3	0	1	0	1	1	2	2	1	0	21	28	0	3	0	13	0	0	0	11	0	2	9	0	0	0	0	0	0	0	0	0	5	1	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
01065CSR	1	9	0	1	0	19	0	5	0	1	2	2	0	1	14	0	1	2	23	5	17	0	13	0	0	4	3	3	3	0	13	4	1	18	0	0	0	0	0	0	3	4	0	0	3	9	0	0	7	0	3	1	1	0	0	0	0	0	0	0	0	2	8	11	0	6	0	0	0	0	10	0	0	0	0	0	0	0	0	0	2	26	27	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
01066CSR	0	10	3	2	0	2	59	1	4	1	1	1	4	1	5	0	1	0	2	3	1	0	21	6	0	0	0	1	1	0	0	3	1	2	1	0	1	11	2	0	0	23	0	1	12	3	10	0	0	4	9	0	0	0	3	0	0	0	0	0	0	20	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	2	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
01067CSR	2	3	0	0	0	0	4	0	0	1	1	0	0	2	43	0	2	2	1	0	0	1	1	0	0	1	1	3	0	0	1	0	2	2	0	0	1	4	0	0	1	10	0	0	0	4	0	0	0	0	3	8	0	0	1	0	0	0	0	0	0	0	1	28	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
01069CSR	1	1	0	0	0	0	16	0	0	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	6	0	11	0	0	0	0	3	1	0	0	1	1	5	0	0	68	0	13	36	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	15	9	2	0	0	0	0	25	0	0	0	0	0	0	6	0	0	0	14	5	0	0	0	0	0	7	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
01070CSR	4	0	0	0	0	0	0	0	0	0	0	0	0	13	14	0	0	0	0	3	0	0	2	0	0	5	0	0	0	0	0	0	1	0	0	0	167	10	0	0	0	16	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
01072CSR	0	12	1	2	3	0	0	1	0	3	1	0	0	0	2	6	0	0	6	15	0	0	0	1	40	1	2	0	2	0	0	1	0	0	0	0	9	0	0	0	0	80	0	0	2	1	5	0	0	0	0	0	0	0	1	0	0	0	12	5	0	2	0	0	36	0	0	5	0	0	0	0	0	4	0	0	0	0	0	0	0	0	3	0	0	1	4	0	1	0	0	5	0	0	0	0	1	0	1	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
01075CSR	3	1	0	1	0	0	0	1	0	2	7	2	0	0	0	0	1	1	1	13	0	3	9	2	0	2	0	4	3	0	2	6	5	1	0	0	0	0	0	0	1	34	2	6	4	0	0	0	3	0	81	0	1	0	0	0	0	0	4	0	0	10	3	11	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	1	23	0	0	0	0	0	3	0	0	7	3	12	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
01076CSR	2	18	0	0	0	0	1	0	0	1	0	2	0	14	1	0	1	0	4	2	0	5	9	0	0	0	1	1	1	1	5	21	3	3	11	1	5	0	10	0	0	22	0	8	0	71	0	0	0	1	5	0	0	0	0	0	0	0	5	0	0	1	2	0	0	8	0	0	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
01080CSR	41	1	2	0	0	4	0	9	0	0	26	8	2	3	2	0	3	0	1	0	3	4	1	3	0	22	2	5	0	0	17	1	3	12	0	0	0	0	6	0	1	66	0	0	0	0	1	0	3	0	8	0	0	0	1	0	0	0	0	0	0	1	2	0	0	2	0	0	13	0	0	0	0	0	0	0	1	0	0	12	0	0	0	0	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
01082CSR	2	6	8	1	31	1	5	2	0	2	0	1	0	7	3	1	3	0	1	18	0	0	16	5	0	0	0	16	0	0	0	5	12	1	2	0	1	11	0	1	0	49	0	20	29	5	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	3	0	1	0	7	0	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
